Brand,Model,Case Material,Strap Material,Movement Type,Water Resistance,Case Diameter,Case Thickness,Band Width,Dial Color,Crystal Material,Complications,Power Reserve,Price,Complication_Score,Luxury_Index,Movement_Complexity,Case_Proportion,Dial_Score,Material_Match,Has_Power_Reserve,Case_Size_Category,Has_Complication,Brand_Tier_encoded,Water_Tier_encoded,Brand_Tier_Mid-Range,Brand_Tier_Other,Brand_Tier_Very High-End,Water_Tier_Professional,Water_Tier_Standard,Brand_Case,Material_Luxury,HighEnd_Dial,Power_Material
Zenith,El Primero,Stainless Steel,Leather,Automatic,100,42.0,12.75,22.0,Silver,Sapphire,['Chronograph'],50.0,7500.0,3,14,1,3.294115063439166,3,0,1,2,1,2,2,False,True,False,False,True,6.588230126878332,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,Rubber,Automatic,225,45.0,15.5,23.0,Black,Sapphire,['Date'],102.5,14000.0,1,11,1,2.903223933403914,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Hublot,Classic Fusion,Titanium,Rubber,Automatic,50,45.0,10.95,22.0,Blue,Sapphire,['None'],42.0,9500.0,0,12,1,4.109585288049965,5,0,1,2,0,1,0,True,False,False,False,False,4.109585288049965,0,0,0
Breguet,Classique,White Gold,Leather,Manual,30,38.0,8.25,20.0,Silver,Sapphire,['None'],40.0,22000.0,0,14,1,4.606055022963608,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
Piaget,Polo,Stainless Steel,Stainless Steel,Automatic,100,42.0,9.4,22.0,Blue,Sapphire,['Date'],44.0,10500.0,1,10,1,4.468080353106007,5,1,1,2,1,2,2,False,True,False,False,True,8.936160706212014,10,0,1
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.5,8.3,22.0,Blue,Sapphire,['Date'],45.0,29000.0,1,10,1,4.879512193358803,5,1,1,2,1,3,2,False,False,True,False,True,14.638536580076408,10,5,1
Audemars Piguet,Royal Oak,Rose Gold,Leather,Automatic,50,37.0,9.8,20.0,Black,Sapphire,['Date'],60.0,32750.0,1,15,1,3.775506351524131,3,0,1,1,1,3,0,False,False,True,False,False,11.326519054572394,0,3,0
Hublot,Classic Fusion,Titanium,Rubber,Automatic,50,42.0,9.85,22.0,Blue,Sapphire,['None'],42.0,7500.0,0,12,1,4.263955061974556,5,0,1,2,0,1,0,True,False,False,False,False,4.263955061974556,0,0,0
Breguet,Classique,Rose Gold,Leather,Automatic,30,39.0,10.2,20.0,Silver,Sapphire,['None'],65.0,25000.0,0,14,1,3.8235256632101344,3,0,1,1,0,0,0,False,False,False,False,False,0.0,0,0,0
IWC,Pilot's Watch,Stainless Steel,Leather,Automatic,60,41.0,15.3,20.0,Black,Sapphire,['Date'],42.0,5900.0,1,12,1,2.6797368106295356,3,0,1,2,1,0,2,False,False,False,False,True,0.0,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,NATO,Automatic,225,45.0,15.5,23.0,Black,Sapphire,['Date'],102.5,12000.0,1,10,1,2.903223933403914,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Zenith,El Primero,Stainless Steel,Leather,Automatic,100,38.0,12.45,20.0,Silver,Sapphire,['Chronograph'],50.0,6200.0,3,14,1,3.052206383769973,3,0,1,1,1,2,2,False,True,False,False,True,6.104412767539946,0,0,0
Chopard,Mille Miglia,Stainless Steel,Rubber,Automatic,50,42.0,13.07,20.0,Black,Sapphire,['Chronograph'],48.0,6800.0,3,13,1,3.2134634939070437,3,0,1,2,1,1,0,True,False,False,False,False,3.2134634939070437,0,0,0
Vacheron Constantin,Patrimony,White Gold,Leather,Manual,30,40.0,6.79,20.0,Silver,Sapphire,['None'],65.0,28000.0,0,14,1,5.8910075242893605,3,0,1,1,0,3,0,False,False,True,False,False,17.67302257286808,0,3,0
Panerai,Luminor,Titanium,Leather,Automatic,225,44.0,16.15,24.0,Black,Sapphire,['None'],72.0,9500.0,0,13,1,2.724456517364386,3,0,1,2,0,1,1,True,False,False,True,False,2.724456517364386,0,0,0
Tudor,Black Bay,Stainless Steel,NATO,Automatic,200,41.0,11.9,22.0,Black,Sapphire,['None'],70.0,3500.0,0,9,1,3.4453752559871798,3,0,1,2,0,1,1,True,False,False,True,False,3.4453752559871798,0,0,0
Panerai,Luminor Marina,Stainless Steel,Leather,Automatic,225,42.0,14.5,22.0,Black,Sapphire,['Date'],50.0,7200.0,1,12,1,2.89654972651743,3,0,1,2,1,1,1,True,False,False,True,False,2.89654972651743,0,0,0
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,41.0,12.3,22.0,Blue,Sapphire,['None'],60.0,7900.0,0,11,1,3.333330623308436,5,0,1,2,0,0,0,False,False,False,False,False,0.0,0,0,0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.0,8.3,22.0,Blue,Sapphire,['Date'],45.0,32750.0,1,10,1,4.819271302082768,5,1,1,1,1,3,2,False,False,True,False,True,14.457813906248305,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,10.4,20.0,Blue,Sapphire,['Date'],60.0,28500.0,1,10,1,3.9423039016308636,5,1,1,2,1,3,0,False,False,True,False,False,11.826911704892591,10,5,1
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Automatic,225,45.0,15.4,23.0,Black,Sapphire,['Date'],102.5,15000.0,1,10,1,2.922076024625958,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Breguet,Classique,Yellow Gold,Leather,Automatic,30,39.0,10.2,20.0,Silver,Sapphire,['Date'],38.0,26000.0,1,15,1,3.8235256632101344,3,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
Zenith,Chronomaster,Stainless Steel,Leather,Automatic,50,42.0,13.5,22.0,Blue,Sapphire,['Chronograph'],50.0,6500.0,3,14,1,3.1111088065860693,5,0,1,2,1,2,0,False,True,False,False,False,6.2222176131721385,0,0,0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Automatic,100,38.0,10.88,20.0,Blue,Sapphire,['Date'],54.0,12000.0,1,10,1,3.492643848672933,5,1,1,1,1,0,2,False,False,False,False,True,0.0,10,0,1
Hublot,Big Bang,Titanium,Rubber,Automatic,100,44.0,14.5,24.0,Black,Sapphire,['Chronograph'],72.0,18500.0,3,15,1,3.034480665875403,3,0,1,2,1,1,2,True,False,False,False,True,3.034480665875403,0,0,0
Jaquet Droz,Grande Seconde,Stainless Steel,Leather,Automatic,30,43.0,11.48,23.0,Black,Sapphire,['None'],68.0,9500.0,0,11,1,3.7456413365493586,3,0,1,2,0,2,0,False,True,False,False,False,7.491282673098717,0,0,0
Montblanc,Star Legacy,Stainless Steel,Leather,Automatic,50,39.0,9.9,19.0,Silver,Sapphire,['Date'],42.0,3500.0,1,12,1,3.9393899602121616,3,0,1,1,1,1,0,True,False,False,False,False,3.9393899602121616,0,0,0
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Automatic,100,40.0,12.5,20.0,Black,Sapphire,"['GMT', 'Date']",70.0,9900.0,3,12,1,3.199997440002048,3,1,1,1,1,0,2,False,False,False,False,True,0.0,12,0,1
Omega,Speedmaster,Stainless Steel,Stainless Steel,Manual,50,42.0,14.3,20.0,Black,Non-Sapphire,['Chronograph'],48.0,4300.0,3,9,1,2.9370608831742073,3,1,1,2,1,0,0,False,False,False,False,False,0.0,9,0,1
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,40.4,12.3,20.0,White,Sapphire,['None'],60.0,7500.0,0,11,1,3.284550175162459,4,0,1,2,0,0,0,False,False,False,False,False,0.0,0,0,0
Hublot,Big Bang,Ceramic,Rubber,Automatic,100,44.0,14.5,24.0,Black,Sapphire,['Chronograph'],72.0,15500.0,3,15,1,3.034480665875403,3,0,1,2,1,1,2,True,False,False,False,True,3.034480665875403,0,0,0
Panerai,Luminor Marina,Stainless Steel,Leather,Manual,225,44.0,13.05,24.0,Black,Sapphire,['None'],56.0,5200.0,0,11,1,3.3716449259425856,3,0,1,2,0,1,1,True,False,False,True,False,3.3716449259425856,0,0,0
Patek Philippe,Calatrava,White Gold,Leather,Automatic,30,37.0,8.5,18.0,White,Sapphire,['Date'],45.0,25000.0,1,15,1,4.352936055369347,4,0,1,1,1,3,0,False,False,True,False,False,13.05880816610804,0,4,0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,10.4,20.0,Blue,Sapphire,['Date'],60.0,19500.0,1,10,1,3.9423039016308636,5,1,1,2,1,3,0,False,False,True,False,False,11.826911704892591,10,5,1
Vacheron Constantin,Patrimony,Rose Gold,Leather,Automatic,30,40.0,6.79,20.0,White,Sapphire,['None'],40.0,15000.0,0,14,1,5.8910075242893605,4,0,1,1,0,3,0,False,False,True,False,False,17.67302257286808,0,4,0
Blancpain,Fifty Fathoms,Titanium,Fabric,Automatic,225,45.0,15.4,23.0,Black,Sapphire,['None'],102.5,14000.0,0,11,1,2.922076024625958,3,0,1,2,0,0,1,False,False,False,True,False,0.0,0,0,0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Automatic,100,42.0,10.88,25.0,Blue,Sapphire,['None'],54.0,7500.0,0,9,1,3.8602905695858736,5,1,1,2,0,0,2,False,False,False,False,True,0.0,9,0,1
Jaquet Droz,Grande Seconde,Stainless Steel,Leather,Automatic,30,43.0,11.48,22.0,White,Sapphire,['None'],68.0,8500.0,0,11,1,3.7456413365493586,4,0,1,2,0,2,0,False,True,False,False,False,7.491282673098717,0,0,0
Rolex,Datejust,Stainless Steel,Stainless Steel,Automatic,100,37.0,12.0,20.0,Blue,Sapphire,['Date'],70.0,7650.0,1,10,1,3.08333076389103,5,1,1,1,1,0,2,False,False,False,False,True,0.0,10,0,1
Omega,Speedmaster,Stainless Steel,Stainless Steel,Manual,50,42.0,14.3,20.0,Black,Non-Sapphire,['Chronograph'],48.0,5200.0,3,9,1,2.9370608831742073,3,1,1,2,1,0,0,False,False,False,False,False,0.0,9,0,1
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.5,8.3,20.0,Blue,Sapphire,"['Date', 'Chronograph']",55.0,32750.0,4,13,1,4.879512193358803,5,1,1,2,1,3,2,False,False,True,False,True,14.638536580076408,13,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,9.8,20.0,Blue,Sapphire,"['Date', 'Power Reserve']",60.0,25000.0,3,12,1,4.18366920033755,5,1,1,2,1,3,0,False,False,True,False,False,12.55100760101265,12,5,1
Cartier,Ballon Bleu,Stainless Steel,Stainless Steel,Automatic,30,37.0,12.05,18.0,Silver,Sapphire,['Date'],42.0,4700.0,1,10,1,3.0705368709237586,3,1,1,1,1,1,0,True,False,False,False,False,3.0705368709237586,10,0,1
IWC,Portugieser,Stainless Steel,Leather,Automatic,30,42.3,14.2,22.0,Blue,Sapphire,['None'],60.0,9100.0,0,11,1,2.9788711416400413,5,0,1,2,0,0,0,False,False,False,False,False,0.0,0,0,0
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Automatic,50,39.0,8.5,20.0,Silver,Sapphire,"['Date', 'Moonphase']",70.0,8200.0,3,14,1,4.588229896200122,3,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Automatic,225,45.0,15.5,23.0,Black,Sapphire,['Date'],102.5,12500.0,1,10,1,2.903223933403914,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Breguet,Classique,Rose Gold,Leather,Automatic,30,39.0,9.9,22.0,White,Sapphire,"['Date', 'Moonphase']",65.0,27900.0,3,17,1,3.9393899602121616,4,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
Chopard,Mille Miglia,Stainless Steel,Rubber,Automatic,50,42.0,12.67,20.0,Black,Sapphire,"['Chronograph', 'Date']",42.0,6500.0,4,14,1,3.3149145107225646,3,0,1,2,1,1,0,True,False,False,False,False,3.3149145107225646,0,0,0
Seiko,Prospex,Stainless Steel,Rubber,Automatic,200,44.3,13.1,22.0,Black,Non-Sapphire,"['Date', 'GMT']",50.0,1200.0,3,10,1,3.3816768078802992,3,0,1,2,1,1,1,True,False,False,True,False,3.3816768078802992,0,0,0
Tudor,Black Bay,Stainless Steel,Leather,Automatic,200,41.0,14.75,22.0,Black,Sapphire,['None'],70.0,3800.0,0,11,1,2.7796591324344866,3,0,1,2,0,1,1,True,False,False,True,False,2.7796591324344866,0,0,0
IWC,Pilot's Watch,Stainless Steel,Leather,Automatic,60,39.0,10.86,20.0,Black,Sapphire,['Date'],42.0,4500.0,1,12,1,3.591156914220153,3,0,1,1,1,0,2,False,False,False,False,True,0.0,0,0,0
Panerai,Luminor Marina,Titanium,Rubber,Automatic,225,44.0,15.65,24.0,Black,Sapphire,['None'],72.0,9500.0,0,12,1,2.8114998009585936,3,0,1,2,0,1,1,True,False,False,True,False,2.8114998009585936,0,0,0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Automatic,120,40.5,8.3,20.0,Blue,Sapphire,['Date'],45.0,32750.0,1,10,1,4.879512193358803,5,1,1,2,1,3,2,False,False,True,False,True,14.638536580076408,10,5,1
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Automatic,50,41.0,10.4,20.0,Black,Sapphire,['Date'],60.0,24000.0,1,10,1,3.9423039016308636,3,1,1,2,1,3,0,False,False,True,False,False,11.826911704892591,10,3,1
Breguet,Classique,Rose Gold,Leather,Automatic,30,38.5,8.25,20.0,White,Sapphire,['Date'],38.0,21500.0,1,15,1,4.666661010107867,4,0,1,1,1,0,0,False,False,False,False,False,0.0,0,0,0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Automatic,225,45.0,15.5,23.0,Black,Sapphire,['Date'],102.5,13500.0,1,10,1,2.903223933403914,3,0,1,2,1,0,1,False,False,False,True,False,0.0,0,0,0
Longines,Master Collection,Stainless Steel,Leather,Automatic,30,38.5,9.7,20.0,Blue,Sapphire,['Date'],64.0,1800.0,1,12,1,3.9690680731256984,5,0,1,1,1,1,0,True,False,False,False,False,3.9690680731256984,0,0,0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Automatic,150,41.5,11.0,22.0,Blue,Sapphire,['Date'],40.0,19000.0,1,10,1,3.7727238429783245,5,1,1,2,1,3,2,False,False,True,False,True,11.318171528934974,10,5,1
Frederique Constant,Classics,Stainless Steel,Leather,Automatic,50,40.0,10.6,20.0,Silver,Sapphire,['Date'],38.0,1200.0,1,12,1,3.773581345677976,3,0,1,1,1,2,0,False,True,False,False,False,7.547162691355952,0,0,0
