Brand,Model,Case Material,Strap Material,Crystal Material,Dial Color,Case Diameter,Case Thickness,Band Width,Case_Size_Category,Case_Proportion,Movement Type,Movement_Complexity,Power Reserve,Complications,Has_Complication,Water Resistance,Water_Tier,Dial_Score,Complication_Score,Material_Match,Luxury_Index,Brand_Tier,Model_Tier,Brand_Tier_label_encoded,Model_Tier_label_encoded,Brand_Tier_target_encoded,Model_Tier_target_encoded,Brand_Case,Brand_Crystal,Material_Crystal_Movement,Price
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Sapphire,Black,40.0,12.5,20.0,1,3.199997440002048,Automatic,1,70.0,['Dual Time Zone'],1,100,Standard,3,2,1,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,9500.0
Omega,Constellation,Stainless Steel,Stainless Steel,Sapphire,Black,39.0,10.6,20.0,1,3.6792418120360266,Automatic,1,50.0,['Date'],1,100,Standard,3,1,1,10,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,3,4800.0
Tag Heuer,Monaco,Stainless Steel,Leather,Sapphire,Blue,39.0,14.5,22.0,1,2.6896533174804707,Automatic,1,40.0,['Chronograph'],1,100,Standard,5,3,0,14,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.6896533174804707,1,2,5200.0
Breitling,Chronomat,Stainless Steel,Stainless Steel,Sapphire,Blue,44.0,16.95,22.0,2,2.595868675003732,Automatic,1,70.0,"['Chronograph', 'Date']",1,200,Professional,5,4,1,13,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.595868675003732,1,3,6900.0
Cartier,Santos,Stainless Steel,Stainless Steel,Sapphire,Silver,37.0,8.83,18.0,1,4.190255730174711,Automatic,1,42.0,['Date'],1,100,Standard,3,1,1,10,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,4.190255730174711,1,3,5500.0
Rolex,Datejust,Stainless Steel,Stainless Steel,Sapphire,White,41.0,11.7,20.0,2,3.5042705091705053,Automatic,1,70.0,['Date'],1,100,Standard,4,1,1,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,8000.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,21.0,2,4.879512193358803,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,32750.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,37.0,9.0,17.0,1,4.1111065432149525,Automatic,1,60.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,12.333319629644858,3,3,18000.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,White,40.4,12.3,22.0,2,3.284550175162459,Automatic,1,60.0,['Date'],1,30,Basic,4,1,0,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,7500.0
Hublot,Big Bang,Titanium,Rubber,Sapphire,Black,44.0,14.5,25.0,2,3.034480665875403,Automatic,1,72.0,['Chronograph'],1,100,Standard,3,3,0,15,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.034480665875403,1,2,14000.0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Sapphire,Black,45.0,15.4,23.0,2,2.922076024625958,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,14000.0
Breguet,Classique,Rose Gold,Leather,Sapphire,Silver,40.0,6.8,20.0,1,5.8823442906701615,Manual,1,55.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,25000.0
Jaeger-LeCoultre,Master Ultra Thin,Stainless Steel,Leather,Sapphire,Silver,39.0,7.8,20.0,1,4.999993589751808,Automatic,1,70.0,['None'],0,50,Basic,3,0,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,6500.0
Zenith,El Primero,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,12.75,20.0,2,3.294115063439166,Automatic,1,50.0,['Chronograph'],1,100,Standard,5,3,1,12,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.588230126878332,2,3,7000.0
Bulgari,Octo Finissimo,Titanium,Titanium,Sapphire,Black,40.0,5.15,25.0,1,7.7669752097568745,Automatic,1,55.0,['None'],0,30,Basic,3,0,1,13,Other,Very High-End,2,3,6734.697638357517,23853.345678284422,15.533950419513749,2,3,10000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,10.88,22.0,2,3.8602905695858736,Automatic,1,54.0,['Date'],1,100,Standard,5,1,1,10,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,9000.0
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Sapphire,Black,40.0,12.1,20.0,1,3.3057823919153786,Automatic,1,70.0,"['GMT', 'Date']",1,100,Standard,3,3,1,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,9450.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.8,8.3,21.0,2,4.915656728124423,Automatic,1,55.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.74697018437327,3,3,29800.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,9.8,20.0,2,4.18366920033755,Automatic,1,50.0,"['Date', 'Chronograph']",1,50,Basic,5,4,1,13,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,12.55100760101265,3,3,22300.0
Hublot,Classic Fusion,Titanium,Rubber,Sapphire,Black,42.0,10.6,22.0,2,3.962260412961875,Automatic,1,42.0,['Date'],1,50,Basic,3,1,0,13,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.962260412961875,1,2,8100.0
IWC,Pilot's Watch Mark XVIII,Stainless Steel,Leather,Sapphire,Black,40.0,10.8,20.0,1,3.703700274351598,Automatic,1,42.0,['Date'],1,60,Standard,3,1,0,12,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,3900.0
A. Lange & Söhne,Saxonia,Rose Gold,Leather,Sapphire,Silver,38.5,7.8,18.0,1,4.935891107831913,Manual,1,72.0,['None'],0,30,Basic,3,0,0,14,Very High-End,Other,3,2,24346.236129514768,5907.872360090675,14.807673323495738,3,2,23300.0
Breguet,Classique,Rose Gold,Leather,Sapphire,Silver,39.0,8.65,20.0,1,4.508665307901378,Automatic,1,65.0,['Date'],1,30,Basic,3,1,0,15,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,23200.0
Chopard,Mille Miglia,Stainless Steel,Leather,Sapphire,Black,44.0,14.4,22.0,2,3.055553433643449,Automatic,1,42.0,"['Date', 'Chronograph', 'Tachymeter']",1,50,Basic,3,6,0,17,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.055553433643449,1,2,6300.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,White,38.0,12.45,20.0,1,3.052206383769973,Automatic,1,50.0,"['Date', 'Chronograph']",1,100,Standard,4,4,0,15,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.104412767539946,2,2,5600.0
Panerai,Luminor,Titanium,Leather,Sapphire,Black,44.0,13.05,24.0,2,3.3716449259425856,Manual,1,56.0,['None'],0,100,Standard,3,0,0,13,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.3716449259425856,1,2,6900.0
Rolex,Daytona,Stainless Steel,Stainless Steel,Sapphire,White,40.0,12.4,20.0,1,3.225803850158185,Automatic,1,72.0,['Chronograph'],1,100,Standard,4,3,1,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,13500.0
Omega,Speedmaster,Stainless Steel,Stainless Steel,Non-Sapphire,Black,42.0,14.3,20.0,2,2.9370608831742073,Manual,1,48.0,['Chronograph'],1,50,Basic,3,3,1,9,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,4500.0
Cartier,Santos,Stainless Steel,Leather,Sapphire,Silver,39.8,9.08,20.0,1,4.383255084520832,Automatic,1,42.0,['Date'],1,100,Standard,3,1,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,4.383255084520832,1,2,6600.0
Breitling,Superocean Heritage,Stainless Steel,Leather,Sapphire,Black,42.0,14.35,20.0,2,2.9268272286918267,Automatic,1,38.0,['Date'],1,200,Professional,3,1,0,12,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,2.9268272286918267,1,2,4400.0
Tag Heuer,Aquaracer,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,12.0,20.0,2,3.4166638194468173,Automatic,1,38.0,['Date'],1,225,Professional,5,1,1,10,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.4166638194468173,1,3,2800.0
Jaeger-LeCoultre,Master Ultra Thin,Stainless Steel,Leather,Sapphire,Silver,40.0,7.45,20.0,1,5.369120309905624,Automatic,1,43.0,['None'],0,50,Basic,3,0,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,6300.0
Patek Philippe,Calatrava,Rose Gold,Leather,Sapphire,White,38.0,7.68,19.0,1,4.94791022407523,Manual,1,44.0,['None'],0,30,Basic,4,0,0,14,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.84373067222569,3,2,22900.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Black,41.0,9.8,20.0,2,4.18366920033755,Automatic,1,60.0,['Date'],1,50,Basic,3,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,12.55100760101265,3,3,22500.0
Zenith,El Primero,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,12.75,20.0,2,3.294115063439166,Automatic,1,50.0,['Chronograph'],1,100,Standard,5,3,1,12,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.588230126878332,2,3,6900.0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Sapphire,Black,41.0,11.0,20.0,2,3.727269338846056,Automatic,1,60.0,"['Date', 'World Time']",1,150,Standard,3,3,1,12,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.181808016538167,3,3,20200.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,Silver,40.4,12.6,20.0,2,3.2063466616296337,Automatic,1,44.0,['None'],0,30,Basic,3,0,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,7600.0
Panerai,Luminor Marina,Stainless Steel,Leather,Sapphire,Black,44.0,15.65,24.0,2,2.8114998009585936,Automatic,1,72.0,['Date'],1,225,Professional,3,1,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.8114998009585936,1,2,6500.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,21.0,2,4.879512193358803,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,32750.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Black,41.0,9.8,20.0,2,4.18366920033755,Automatic,1,60.0,['Date'],1,50,Basic,3,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,12.55100760101265,3,3,22000.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,White,41.0,12.3,22.0,2,3.333330623308436,Automatic,1,102.5,['Date'],1,30,Basic,4,1,0,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,9500.0
Hublot,Big Bang,Ceramic,Rubber,Sapphire,Black,41.0,14.6,20.0,2,2.808217254645716,Automatic,1,42.0,['Chronograph'],1,100,Standard,3,3,0,15,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.808217254645716,1,2,14000.0
Breguet,Classique,Rose Gold,Leather,Sapphire,Silver,39.0,10.2,22.0,1,3.8235256632101344,Manual,1,40.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,26000.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,Silver,38.0,12.5,20.0,1,3.0399975680019455,Automatic,1,50.0,['Chronograph'],1,100,Standard,3,3,0,14,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.079995136003891,2,2,7000.0
Blancpain,Fifty Fathoms,Stainless Steel,NATO,Sapphire,Black,45.0,15.4,23.0,2,2.922076024625958,Automatic,1,102.5,['None'],0,225,Professional,3,0,0,9,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,10000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,10.88,22.0,2,3.8602905695858736,Automatic,1,54.0,['Date'],1,100,Standard,5,1,1,10,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,11500.0
Ulysse Nardin,Marine,Stainless Steel,Leather,Sapphire,Blue,42.2,12.6,20.0,2,3.349203691108182,Automatic,1,60.0,['Date'],1,100,Standard,5,1,0,12,Mid-Range,High-End,1,0,6528.445154051944,10828.963771655724,3.349203691108182,1,2,7500.0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Sapphire,Silver,41.5,11.0,22.0,2,3.7727238429783245,Automatic,1,60.0,['Date'],1,150,Standard,3,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.318171528934974,3,3,20000.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.0,8.3,20.0,1,4.819271302082768,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.457813906248305,3,3,26000.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Others,41.0,10.4,20.0,2,3.9423039016308636,Automatic,1,60.0,['Date'],1,50,Basic,2,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.826911704892591,3,3,17000.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,White,42.3,14.2,22.0,2,2.9788711416400413,Automatic,1,46.0,['Chronograph'],1,30,Basic,4,3,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,7800.0
A. Lange & Söhne,Saxonia,Rose Gold,Leather,Sapphire,Silver,37.0,7.5,18.0,1,4.933326755564326,Manual,1,45.0,['None'],0,30,Basic,3,0,0,14,Very High-End,Other,3,2,24346.236129514768,5907.872360090675,14.799980266692977,3,2,17500.0
Vacheron Constantin,Overseas,Stainless Steel,Rubber,Sapphire,Blue,42.5,13.7,22.0,2,3.102187516651448,Automatic,1,40.0,['Date'],1,150,Standard,5,1,0,11,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,9.306562549954345,3,2,20000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Black,41.0,10.88,25.0,2,3.7683788893576384,Automatic,1,46.0,['Chronograph'],1,100,Standard,3,3,1,12,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,12000.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,Silver,42.0,12.75,22.0,2,3.294115063439166,Automatic,1,50.0,['Chronograph'],1,100,Standard,3,3,0,14,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.588230126878332,2,2,7500.0
Blancpain,Fifty Fathoms,Stainless Steel,Rubber,Sapphire,Black,45.0,15.5,23.0,2,2.903223933403914,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,14000.0
Hublot,Classic Fusion,Titanium,Rubber,Sapphire,Blue,45.0,10.95,22.0,2,4.109585288049965,Automatic,1,42.0,['None'],0,50,Basic,5,0,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,4.109585288049965,1,2,9500.0
Breguet,Classique,White Gold,Leather,Sapphire,Silver,38.0,8.25,20.0,1,4.606055022963608,Manual,1,40.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,22000.0
Piaget,Polo,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,9.4,22.0,2,4.468080353106007,Automatic,1,44.0,['Date'],1,100,Standard,5,1,1,10,Other,Other,2,2,6734.697638357517,5907.872360090675,8.936160706212014,2,3,10500.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,22.0,2,4.879512193358803,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,29000.0
Audemars Piguet,Royal Oak,Rose Gold,Leather,Sapphire,Black,37.0,9.8,20.0,1,3.775506351524131,Automatic,1,60.0,['Date'],1,50,Basic,3,1,0,15,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.326519054572394,3,2,32750.0
Hublot,Classic Fusion,Titanium,Rubber,Sapphire,Blue,42.0,9.85,22.0,2,4.263955061974556,Automatic,1,42.0,['None'],0,50,Basic,5,0,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,4.263955061974556,1,2,7500.0
Breguet,Classique,Rose Gold,Leather,Sapphire,Silver,39.0,10.2,20.0,1,3.8235256632101344,Automatic,1,65.0,['None'],0,30,Basic,3,0,0,14,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,25000.0
IWC,Pilot's Watch,Stainless Steel,Leather,Sapphire,Black,41.0,15.3,20.0,2,2.6797368106295356,Automatic,1,42.0,['Date'],1,60,Standard,3,1,0,12,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,5900.0
Blancpain,Fifty Fathoms,Stainless Steel,NATO,Sapphire,Black,45.0,15.5,23.0,2,2.903223933403914,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,12000.0
Zenith,El Primero,Stainless Steel,Leather,Sapphire,Silver,38.0,12.45,20.0,1,3.052206383769973,Automatic,1,50.0,['Chronograph'],1,100,Standard,3,3,0,14,Other,High-End,2,0,6734.697638357517,10828.963771655724,6.104412767539946,2,2,6200.0
Chopard,Mille Miglia,Stainless Steel,Rubber,Sapphire,Black,42.0,13.07,20.0,2,3.2134634939070437,Automatic,1,48.0,['Chronograph'],1,50,Basic,3,3,0,13,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.2134634939070437,1,2,6800.0
Vacheron Constantin,Patrimony,White Gold,Leather,Sapphire,Silver,40.0,6.79,20.0,1,5.8910075242893605,Manual,1,65.0,['None'],0,30,Basic,3,0,0,14,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,17.67302257286808,3,2,28000.0
Panerai,Luminor,Titanium,Leather,Sapphire,Black,44.0,16.15,24.0,2,2.724456517364386,Automatic,1,72.0,['None'],0,225,Professional,3,0,0,13,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.724456517364386,1,2,9500.0
Tudor,Black Bay,Stainless Steel,NATO,Sapphire,Black,41.0,11.9,22.0,2,3.4453752559871798,Automatic,1,70.0,['None'],0,200,Professional,3,0,0,9,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.4453752559871798,1,2,3500.0
Panerai,Luminor Marina,Stainless Steel,Leather,Sapphire,Black,42.0,14.5,22.0,2,2.89654972651743,Automatic,1,50.0,['Date'],1,225,Professional,3,1,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.89654972651743,1,2,7200.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,Blue,41.0,12.3,22.0,2,3.333330623308436,Automatic,1,60.0,['None'],0,30,Basic,5,0,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,7900.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.0,8.3,22.0,1,4.819271302082768,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.457813906248305,3,3,32750.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,10.4,20.0,2,3.9423039016308636,Automatic,1,60.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.826911704892591,3,3,28500.0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Sapphire,Black,45.0,15.4,23.0,2,2.922076024625958,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,15000.0
Breguet,Classique,Yellow Gold,Leather,Sapphire,Silver,39.0,10.2,20.0,1,3.8235256632101344,Automatic,1,38.0,['Date'],1,30,Basic,3,1,0,15,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,26000.0
Zenith,Chronomaster,Stainless Steel,Leather,Sapphire,Blue,42.0,13.5,22.0,2,3.1111088065860693,Automatic,1,50.0,['Chronograph'],1,50,Basic,5,3,0,14,Other,Other,2,2,6734.697638357517,5907.872360090675,6.2222176131721385,2,2,6500.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Blue,38.0,10.88,20.0,1,3.492643848672933,Automatic,1,54.0,['Date'],1,100,Standard,5,1,1,10,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,12000.0
Hublot,Big Bang,Titanium,Rubber,Sapphire,Black,44.0,14.5,24.0,2,3.034480665875403,Automatic,1,72.0,['Chronograph'],1,100,Standard,3,3,0,15,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.034480665875403,1,2,18500.0
Jaquet Droz,Grande Seconde,Stainless Steel,Leather,Sapphire,Black,43.0,11.48,23.0,2,3.7456413365493586,Automatic,1,68.0,['None'],0,30,Basic,3,0,0,11,Other,Other,2,2,6734.697638357517,5907.872360090675,7.491282673098717,2,2,9500.0
Montblanc,Star Legacy,Stainless Steel,Leather,Sapphire,Silver,39.0,9.9,19.0,1,3.9393899602121616,Automatic,1,42.0,['Date'],1,50,Basic,3,1,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.9393899602121616,1,2,3500.0
Rolex,GMT-Master II,Stainless Steel,Stainless Steel,Sapphire,Black,40.0,12.5,20.0,1,3.199997440002048,Automatic,1,70.0,"['GMT', 'Date']",1,100,Standard,3,3,1,12,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,9900.0
Omega,Speedmaster,Stainless Steel,Stainless Steel,Non-Sapphire,Black,42.0,14.3,20.0,2,2.9370608831742073,Manual,1,48.0,['Chronograph'],1,50,Basic,3,3,1,9,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,4300.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,White,40.4,12.3,20.0,2,3.284550175162459,Automatic,1,60.0,['None'],0,30,Basic,4,0,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,7500.0
Hublot,Big Bang,Ceramic,Rubber,Sapphire,Black,44.0,14.5,24.0,2,3.034480665875403,Automatic,1,72.0,['Chronograph'],1,100,Standard,3,3,0,15,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.034480665875403,1,2,15500.0
Panerai,Luminor Marina,Stainless Steel,Leather,Sapphire,Black,44.0,13.05,24.0,2,3.3716449259425856,Manual,1,56.0,['None'],0,225,Professional,3,0,0,11,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.3716449259425856,1,2,5200.0
Patek Philippe,Calatrava,White Gold,Leather,Sapphire,White,37.0,8.5,18.0,1,4.352936055369347,Automatic,1,45.0,['Date'],1,30,Basic,4,1,0,15,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,13.05880816610804,3,2,25000.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,10.4,20.0,2,3.9423039016308636,Automatic,1,60.0,['Date'],1,50,Basic,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.826911704892591,3,3,19500.0
Vacheron Constantin,Patrimony,Rose Gold,Leather,Sapphire,White,40.0,6.79,20.0,1,5.8910075242893605,Automatic,1,40.0,['None'],0,30,Basic,4,0,0,14,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,17.67302257286808,3,2,15000.0
Blancpain,Fifty Fathoms,Titanium,Fabric,Sapphire,Black,45.0,15.4,23.0,2,2.922076024625958,Automatic,1,102.5,['None'],0,225,Professional,3,0,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,14000.0
Girard-Perregaux,Laureato,Stainless Steel,Stainless Steel,Sapphire,Blue,42.0,10.88,25.0,2,3.8602905695858736,Automatic,1,54.0,['None'],0,100,Standard,5,0,1,9,High-End,Mid-Range,0,1,10600.00009784788,7596.0792482079405,0.0,0,3,7500.0
Jaquet Droz,Grande Seconde,Stainless Steel,Leather,Sapphire,White,43.0,11.48,22.0,2,3.7456413365493586,Automatic,1,68.0,['None'],0,30,Basic,4,0,0,11,Other,Other,2,2,6734.697638357517,5907.872360090675,7.491282673098717,2,2,8500.0
Rolex,Datejust,Stainless Steel,Stainless Steel,Sapphire,Blue,37.0,12.0,20.0,1,3.08333076389103,Automatic,1,70.0,['Date'],1,100,Standard,5,1,1,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,3,7650.0
Omega,Speedmaster,Stainless Steel,Stainless Steel,Non-Sapphire,Black,42.0,14.3,20.0,2,2.9370608831742073,Manual,1,48.0,['Chronograph'],1,50,Basic,3,3,1,9,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,5200.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,20.0,2,4.879512193358803,Automatic,1,55.0,"['Date', 'Chronograph']",1,120,Standard,5,4,1,13,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,32750.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Blue,41.0,9.8,20.0,2,4.18366920033755,Automatic,1,60.0,"['Date', 'Power Reserve']",1,50,Basic,5,3,1,12,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,12.55100760101265,3,3,25000.0
Cartier,Ballon Bleu,Stainless Steel,Stainless Steel,Sapphire,Silver,37.0,12.05,18.0,1,3.0705368709237586,Automatic,1,42.0,['Date'],1,30,Basic,3,1,1,10,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,3.0705368709237586,1,3,4700.0
IWC,Portugieser,Stainless Steel,Leather,Sapphire,Blue,42.3,14.2,22.0,2,2.9788711416400413,Automatic,1,60.0,['None'],0,30,Basic,5,0,0,11,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,9100.0
Jaeger-LeCoultre,Master Control,Stainless Steel,Leather,Sapphire,Silver,39.0,8.5,20.0,1,4.588229896200122,Automatic,1,70.0,"['Date', 'Moonphase']",1,50,Basic,3,3,0,14,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,8200.0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Sapphire,Black,45.0,15.5,23.0,2,2.903223933403914,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,12500.0
